Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
210,RL,8250,Reg,7,1964,Hip,CBlock,1092,GasA,SBrkr,1092,TA,6,Attchd,1964,504,Gd,2008,145000
211,RL,5604,Reg,6,1925,Gable,CBlock,864,GasA,FuseA,864,TA,5,NA,NA,0,NA,2008,98000
212,RL,10420,Reg,5,2009,Gable,PConc,1212,GasA,SBrkr,1212,Gd,6,Attchd,2009,460,TA,2010,186000
213,FV,8640,Reg,5,2009,Gable,PConc,900,GasA,SBrkr,1852,Gd,7,Attchd,2009,644,TA,2009,252678
214,RL,13568,IR2,5,1995,Gable,PConc,990,GasA,SBrkr,990,TA,5,Attchd,1996,576,TA,2006,156000
215,RL,10900,IR1,7,1977,Gable,CBlock,689,GasA,SBrkr,1392,TA,6,Attchd,1977,299,TA,2010,161750
216,RL,10011,IR1,6,1957,Gable,CBlock,1070,GasA,SBrkr,1236,Gd,6,Attchd,1957,447,TA,2006,134450
217,RL,8450,Reg,5,2004,Gable,PConc,1436,GasA,SBrkr,1436,Gd,8,Attchd,2004,484,TA,2008,210000
218,RM,9906,Reg,4,1925,Gable,CBlock,686,GasA,SBrkr,1328,TA,8,Detchd,1940,210,TA,2006,107000
219,RL,15660,IR1,9,1939,Gable,CBlock,798,GasA,SBrkr,1954,Gd,8,Attchd,1939,431,TA,2008,311500
220,RL,3010,Reg,5,2005,Gable,PConc,1248,GasA,SBrkr,1248,Gd,5,Attchd,2005,438,TA,2006,167240
221,RL,8990,IR1,5,2006,Gable,PConc,1498,GasA,SBrkr,1498,Gd,5,Attchd,2006,675,TA,2006,204900
222,RL,8068,IR1,5,2002,Gable,PConc,1010,GasA,SBrkr,2267,Gd,8,BuiltIn,2002,390,TA,2009,200000
223,RL,11475,Reg,6,1975,Gable,CBlock,713,GasA,SBrkr,1552,TA,6,Attchd,1975,434,TA,2006,179900
224,RL,10500,Reg,6,1971,Gable,CBlock,864,GasA,SBrkr,864,TA,4,Detchd,1989,576,TA,2009,97000
225,RL,13472,Reg,5,2003,Hip,PConc,2392,GasA,SBrkr,2392,Ex,8,Attchd,2003,968,TA,2009,386250
226,RM,1680,Reg,5,1971,Gable,CBlock,630,GasA,SBrkr,1302,TA,6,Detchd,1991,280,TA,2009,112000
227,RL,9950,IR1,5,1995,Gable,PConc,1203,GasA,SBrkr,2520,Gd,9,Attchd,1995,721,TA,2007,290000
228,RM,1869,Reg,6,1970,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Detchd,1987,280,TA,2008,106000
229,RL,8521,Reg,5,1967,Gable,CBlock,912,GasA,SBrkr,912,TA,5,Detchd,1974,336,TA,2010,125000
230,RL,3182,Reg,5,2005,Gable,PConc,1373,GasA,SBrkr,1555,Gd,7,Attchd,2005,430,TA,2009,192500
231,RL,8760,Reg,6,1959,Hip,CBlock,1194,GasA,SBrkr,1194,TA,6,Attchd,1959,312,TA,2010,148000
232,RL,15138,IR1,5,1995,Gable,PConc,1462,GasA,SBrkr,2794,Ex,9,Attchd,1995,810,TA,2009,403000
233,RM,1680,Reg,5,1972,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Attchd,1972,288,TA,2006,94500
234,RL,10650,Reg,6,1976,Gable,CBlock,894,GasA,SBrkr,894,TA,5,Attchd,1976,308,TA,2010,128200
235,RL,7851,Reg,5,2002,Gable,PConc,860,GasA,SBrkr,1960,Gd,8,BuiltIn,2002,440,TA,2010,216500
236,RM,1680,Reg,3,1971,Gable,CBlock,483,GasA,SBrkr,987,TA,5,Detchd,1971,264,TA,2008,89500
237,RL,8773,Reg,5,2004,Gable,PConc,1414,GasA,SBrkr,1414,Gd,6,Attchd,2004,494,TA,2010,185500
238,RL,9453,IR1,7,1993,Gable,PConc,996,GasA,SBrkr,1744,Gd,7,Attchd,1993,457,TA,2010,194500
239,RL,12030,Reg,5,2007,Hip,PConc,1694,GasA,SBrkr,1694,Gd,7,Attchd,2007,818,TA,2007,318000
240,RL,8741,Reg,4,1945,Gable,CBlock,735,GasA,FuseA,1487,TA,7,Detchd,1949,220,TA,2010,113000
241,FV,9000,Reg,5,2008,Gable,PConc,1566,GasA,SBrkr,1566,Gd,7,Attchd,2008,750,TA,2010,262500
242,RM,3880,Reg,9,1945,Gable,CBlock,686,GasA,SBrkr,866,Gd,4,NA,NA,0,NA,2007,110500
243,RM,5000,Reg,4,1900,Gable,BrkTil,540,GasA,FuseA,1440,TA,6,Attchd,1940,352,TA,2006,79000
244,RL,10762,Reg,6,1980,Gable,CBlock,626,GasA,SBrkr,1217,TA,6,Attchd,1980,288,TA,2009,120000
245,RL,8880,IR1,5,1994,Gable,PConc,948,GasA,SBrkr,2110,Gd,8,Attchd,1994,463,TA,2010,205000
246,RL,10400,Reg,5,1988,Gable,CBlock,1845,GasA,SBrkr,1872,TA,6,Attchd,1988,604,TA,2006,241500
247,RM,9142,Reg,8,1910,Gable,Stone,1020,GasA,FuseP,1928,Fa,9,Detchd,1910,440,Po,2006,137000
248,RL,11310,Reg,5,1954,Hip,CBlock,1367,GasA,SBrkr,1375,TA,5,Attchd,1954,451,TA,2006,140000
249,RL,11317,Reg,5,2003,Gable,PConc,840,GasA,SBrkr,1668,Gd,8,Attchd,2003,500,TA,2007,180000
250,RL,159000,IR2,7,1958,Gable,CBlock,1444,GasA,SBrkr,2144,Gd,7,Attchd,1958,389,TA,2007,277000
251,RL,5350,IR1,2,1940,Gable,CBlock,728,GasA,SBrkr,1306,Fa,6,NA,NA,0,NA,2010,76500
252,RM,4750,IR1,5,2006,Hip,PConc,1573,GasA,SBrkr,1625,Gd,5,Attchd,2006,538,TA,2007,235000
253,RL,8366,IR1,5,2004,Gable,PConc,798,GasA,SBrkr,1640,Gd,6,Attchd,2004,520,TA,2008,173000
254,RL,9350,Reg,7,1964,Hip,CBlock,1302,GasA,SBrkr,1302,Gd,7,Attchd,1964,309,TA,2007,158000
255,RL,8400,Reg,6,1957,Gable,CBlock,1314,GasA,SBrkr,1314,TA,5,Attchd,1957,294,TA,2010,145000
256,RL,8738,IR1,5,1999,Gable,PConc,975,GasA,SBrkr,2291,Gd,8,BuiltIn,1999,429,TA,2006,230000
257,FV,8791,IR1,5,2003,Gable,PConc,864,GasA,SBrkr,1728,Gd,7,Attchd,2003,673,TA,2008,207500
258,RL,8814,Reg,5,2006,Gable,PConc,1604,GasA,SBrkr,1604,Gd,8,Attchd,2006,660,TA,2009,220000
259,RL,12435,Reg,5,2001,Gable,PConc,963,GasA,SBrkr,1792,Gd,7,Attchd,2001,564,TA,2008,231500
260,RM,12702,Reg,5,1956,Gable,PConc,0,GasA,FuseA,882,TA,4,Detchd,1956,308,TA,2008,97000
261,RL,19296,Reg,5,1962,Gable,CBlock,1362,GasA,SBrkr,1382,TA,6,Attchd,1991,884,TA,2009,176000
262,RL,9588,IR1,5,2007,Gable,PConc,1482,GasA,SBrkr,2574,Ex,10,BuiltIn,2007,868,TA,2007,276000
263,RL,8471,IR1,7,1977,Gable,CBlock,506,GasA,SBrkr,1212,TA,6,Attchd,1978,492,TA,2006,151000
264,RM,5500,Reg,7,1929,Gable,BrkTil,926,GasA,SBrkr,1316,TA,6,Detchd,1974,484,TA,2010,130000
265,RM,5232,IR3,5,1925,Gable,BrkTil,680,GasA,FuseP,764,TA,4,Detchd,1965,504,TA,2008,73000
266,RL,12090,IR1,6,1981,Gable,CBlock,1422,GasA,SBrkr,1422,Gd,7,Attchd,1981,576,TA,2008,175500
267,RL,11207,IR1,5,1997,Gable,PConc,802,GasA,SBrkr,1511,TA,8,Attchd,1997,413,TA,2006,185000
268,RL,8400,Reg,8,1939,Gable,PConc,720,GasA,SBrkr,2192,Gd,8,Detchd,1939,240,TA,2008,179500
269,RM,6900,Reg,6,1940,Gable,CBlock,740,GasA,SBrkr,778,TA,4,Detchd,1966,924,Ex,2008,120500
270,RL,7917,IR1,7,1976,Hip,CBlock,1143,GasA,SBrkr,1113,TA,6,Attchd,1987,504,Gd,2007,148000
271,FV,10728,Reg,5,2006,Gable,PConc,1095,GasA,SBrkr,1939,Gd,8,Attchd,2006,1053,TA,2006,266000
272,RL,39104,IR1,7,1954,Flat,CBlock,1385,GasA,SBrkr,1363,TA,5,Attchd,1954,439,TA,2008,241500
273,RL,11764,IR1,7,1999,Gable,PConc,1152,GasA,SBrkr,2270,Gd,9,Attchd,1999,671,TA,2010,290000
274,RL,9600,Reg,6,1958,Hip,CBlock,1240,GasA,SBrkr,1632,TA,6,Attchd,1958,338,TA,2009,139000
275,RL,8314,Reg,7,1982,Gable,CBlock,816,GasA,SBrkr,816,TA,5,Attchd,1982,264,TA,2007,124500
276,RL,7264,Reg,7,1925,Gable,BrkTil,952,GasW,SBrkr,1548,Ex,5,Detchd,1978,672,TA,2009,205000
277,RL,9196,IR1,5,2003,Gable,PConc,1560,GasA,SBrkr,1560,Gd,7,Attchd,2003,573,TA,2010,201000
278,RL,19138,Reg,5,1951,Gable,CBlock,864,GasA,SBrkr,864,TA,4,Detchd,1951,400,TA,2010,141000
279,RL,14450,Reg,5,2006,Gable,PConc,2121,GasA,SBrkr,2121,Ex,8,Attchd,2007,732,TA,2007,415298
280,RL,10005,Reg,5,1977,Hip,CBlock,1160,GasA,SBrkr,2022,TA,8,Attchd,1977,505,TA,2008,192000
281,RL,11287,Reg,6,1989,Gable,CBlock,807,GasA,SBrkr,1982,Gd,7,Attchd,1989,575,TA,2007,228500
282,FV,7200,Reg,5,2006,Gable,PConc,1262,GasA,SBrkr,1262,Gd,5,Attchd,2006,572,TA,2006,185000
283,RL,5063,Reg,5,2007,Gable,PConc,1314,GasA,SBrkr,1314,Gd,6,Attchd,2008,626,TA,2009,207500
284,RL,9612,Reg,5,2008,Gable,PConc,1468,GasA,SBrkr,1468,Gd,6,Attchd,2008,898,TA,2009,244600
285,RL,8012,Reg,5,1992,Gable,PConc,1575,GasA,SBrkr,1575,Gd,5,Attchd,1992,529,TA,2007,179200
286,FV,4251,IR1,5,2006,Gable,PConc,625,GasA,SBrkr,1250,Gd,5,Detchd,2006,528,TA,2007,164700
287,RL,9786,IR1,7,1962,Gable,CBlock,912,GasA,SBrkr,1734,Gd,7,Attchd,1962,440,TA,2006,159000
288,RL,8125,IR1,4,1971,Gable,CBlock,858,GasA,SBrkr,858,TA,5,NA,NA,0,NA,2006,88000
289,RL,9819,IR1,5,1967,Gable,CBlock,882,GasA,SBrkr,900,TA,5,Detchd,1970,280,TA,2010,122000
290,RL,8730,Reg,7,1915,Gable,BrkTil,698,GasA,FuseA,1396,TA,7,Detchd,2003,384,TA,2007,153575
291,RL,15611,Reg,5,2006,Gable,PConc,1079,GasA,SBrkr,1919,Gd,8,Attchd,2006,685,TA,2006,233230
292,RL,5687,Reg,6,1912,Gable,PConc,780,GasA,SBrkr,1716,Fa,9,NA,NA,0,NA,2008,135900
293,RL,11409,Reg,4,1949,Gable,CBlock,768,GasA,SBrkr,1716,TA,8,Attchd,1949,281,TA,2009,131000
294,RL,16659,IR1,7,1977,Gable,CBlock,795,GasA,SBrkr,2263,Gd,9,Attchd,1977,539,TA,2006,235000
295,RL,9600,Reg,5,1953,Hip,CBlock,1416,GasA,SBrkr,1644,TA,7,Attchd,1953,418,TA,2009,167000
296,RL,7937,IR1,6,1984,Gable,CBlock,1003,GasA,SBrkr,1003,TA,6,Detchd,1984,588,TA,2006,142500
297,RM,13710,Reg,5,1950,Gable,CBlock,910,GasA,FuseA,1558,TA,6,Attchd,1950,282,TA,2007,152000
298,FV,7399,IR1,5,1997,Hip,PConc,975,GasA,SBrkr,1950,Gd,7,Detchd,1997,576,TA,2007,239000
299,RL,11700,Reg,6,1968,Mansard,CBlock,702,GasA,SBrkr,1743,TA,7,Attchd,1968,539,TA,2007,175000
300,RL,14000,Reg,8,1950,Gable,CBlock,1092,GasA,SBrkr,1152,Gd,6,Attchd,1950,300,TA,2009,158500
301,RL,15750,Reg,5,1953,Hip,CBlock,1165,GasA,SBrkr,1336,TA,5,Attchd,1953,375,TA,2006,157000
302,RL,16226,IR3,5,1998,Gable,PConc,1028,GasA,SBrkr,2452,Gd,9,BuiltIn,1998,683,TA,2007,267000
303,RL,13704,IR1,5,2001,Gable,PConc,1541,GasA,SBrkr,1541,Gd,6,Attchd,2001,843,TA,2006,205000
304,RL,9800,Reg,7,1972,Gable,PConc,894,GasA,SBrkr,894,TA,5,Attchd,1975,552,TA,2006,149900
305,RM,18386,Reg,9,1880,Gable,BrkTil,1470,GasA,SBrkr,3493,Gd,10,Attchd,2003,870,TA,2008,295000
306,RL,10386,Reg,5,2004,Gable,PConc,2000,GasA,SBrkr,2000,Gd,8,Attchd,2004,888,TA,2007,305900
307,RL,13474,Reg,5,1990,Gable,CBlock,700,GasA,SBrkr,2243,Gd,8,Attchd,1990,746,TA,2007,225000
308,RM,7920,IR1,7,1920,Gable,CBlock,319,GasA,FuseA,1406,Fa,6,NA,NA,0,NA,2008,89500
309,RL,12342,IR1,5,1940,Gable,CBlock,861,GasA,SBrkr,861,TA,4,Detchd,1961,539,TA,2009,82500
310,RL,12378,IR1,5,2003,Gable,PConc,1896,GasA,SBrkr,1944,Ex,8,Attchd,2003,708,TA,2006,360000
311,RL,7685,IR1,5,1993,Gable,PConc,697,GasA,SBrkr,1501,Gd,6,Attchd,1993,420,TA,2006,165600
312,RL,8000,Reg,6,1948,Gable,CBlock,972,GasA,SBrkr,972,TA,5,Detchd,1948,240,TA,2009,132000
313,RM,7800,Reg,7,1939,Gable,CBlock,793,GasA,SBrkr,1118,TA,5,Detchd,1939,410,TA,2006,119900
314,RL,215245,IR3,5,1965,Hip,CBlock,2136,GasW,SBrkr,2036,TA,8,Attchd,1965,513,TA,2009,375000
315,RM,9600,Reg,7,1925,Gable,BrkTil,728,GasA,SBrkr,1641,Ex,6,Detchd,1925,546,TA,2006,178000
316,RL,7795,IR1,5,2004,Gable,PConc,716,GasA,SBrkr,1432,Gd,6,Attchd,2004,432,TA,2009,188500
317,RL,13005,IR1,7,1980,Gable,CBlock,845,GasA,SBrkr,2353,Ex,10,Attchd,1983,484,TA,2009,260000
318,FV,9000,Reg,5,2006,Gable,PConc,1088,GasA,SBrkr,1959,Gd,8,Attchd,2006,1025,TA,2007,270000
319,RL,9900,Reg,5,1993,Gable,PConc,1347,GasA,SBrkr,2646,Gd,9,Attchd,1993,656,TA,2009,260000
320,RL,14115,Reg,5,1980,Gable,CBlock,1372,GasA,SBrkr,1472,TA,6,Attchd,1980,588,TA,2009,187500
321,RL,16259,Reg,5,2006,Gable,PConc,1249,GasA,SBrkr,2596,Gd,9,Attchd,2006,840,TA,2006,342643
322,RL,12099,IR1,5,2004,Gable,PConc,1136,GasA,SBrkr,2468,Gd,10,BuiltIn,2004,872,TA,2007,354000
323,RL,10380,IR1,5,1986,Gable,CBlock,1502,GasA,SBrkr,2730,Gd,8,Attchd,1987,576,TA,2007,301000
324,RM,5820,Reg,8,1955,Gable,CBlock,1162,GasA,SBrkr,1163,TA,6,Attchd,1955,220,TA,2006,126175
325,RL,11275,Reg,7,1967,Mansard,CBlock,710,GasA,SBrkr,2978,Gd,11,BuiltIn,1961,564,TA,2010,242000
326,RM,5000,Reg,6,1941,Gable,CBlock,720,GasA,FuseF,803,TA,5,Detchd,1941,360,TA,2007,87000
327,RL,10846,IR1,5,1993,Gable,PConc,1719,GasA,SBrkr,1719,Gd,6,Attchd,1993,473,TA,2008,324000
328,RL,11600,Reg,5,1960,Hip,CBlock,1383,GasA,SBrkr,1383,TA,7,Attchd,1960,292,TA,2006,145250
329,RL,11888,IR1,6,1916,Gable,BrkTil,844,GasA,FuseA,2134,Gd,10,Detchd,1930,441,TA,2009,214500
330,RM,6402,Reg,5,1920,Gable,PConc,596,GasA,SBrkr,1192,TA,6,Detchd,1920,189,Fa,2009,78000
331,RL,10624,IR1,4,1964,Gable,CBlock,1728,GasA,SBrkr,1728,TA,10,Detchd,2002,352,TA,2007,119000
332,RL,8176,Reg,6,1958,Gable,CBlock,1056,GasA,SBrkr,1056,TA,6,Attchd,1958,308,TA,2007,139000
333,RL,10655,IR1,5,2003,Gable,PConc,3206,GasA,SBrkr,1629,Gd,7,Attchd,2003,880,TA,2009,284000
334,RM,8198,Reg,5,2004,Gable,PConc,1358,GasA,SBrkr,1358,Gd,6,Attchd,2004,484,TA,2008,207000
335,RL,9042,IR1,5,1998,Gable,PConc,943,GasA,SBrkr,1638,TA,7,Attchd,1998,472,TA,2008,192000
336,RL,164660,IR1,6,1965,Gable,CBlock,1499,GasA,SBrkr,1786,TA,7,Attchd,1965,529,TA,2008,228950
337,RL,14157,IR1,5,2005,Hip,PConc,1922,GasA,SBrkr,1922,Gd,8,Attchd,2005,676,TA,2007,377426
338,RL,9135,Reg,5,2002,Gable,PConc,1536,GasA,SBrkr,1536,Gd,7,Attchd,2002,532,TA,2008,214000
339,RL,14145,Reg,7,1984,Gable,CBlock,1208,GasA,SBrkr,1621,Gd,8,Attchd,1984,440,TA,2006,202500
340,RL,12400,IR1,7,1958,Hip,CBlock,1215,GasA,FuseA,1215,TA,6,Attchd,1958,297,TA,2009,155000
341,RL,14191,Reg,5,2002,Gable,PConc,967,GasA,SBrkr,1908,Gd,9,Attchd,2002,431,TA,2010,202900
342,RH,8400,Reg,4,1950,Gable,CBlock,721,GasA,SBrkr,841,TA,4,CarPort,1950,294,TA,2009,82000
343,RL,8544,Reg,4,1949,Gable,Slab,0,Wall,FuseA,1040,TA,6,Detchd,1949,400,TA,2006,87500
344,RL,8849,IR1,5,2005,Hip,PConc,1684,GasA,SBrkr,1684,Ex,6,Attchd,2005,564,TA,2008,266000
345,RM,2592,Reg,3,1976,Gable,CBlock,536,GasA,SBrkr,1112,TA,4,Attchd,1976,336,TA,2010,85000
346,RL,6435,Reg,5,1939,Gable,BrkTil,972,GasA,SBrkr,1577,Fa,6,Detchd,1939,312,TA,2006,140200
347,RL,12772,IR1,8,1960,Hip,CBlock,958,GasA,SBrkr,958,TA,5,Attchd,1960,301,TA,2007,151500
348,RL,17600,IR1,5,1960,Gable,CBlock,1478,GasA,FuseA,1478,TA,6,Attchd,1960,498,TA,2009,157500
349,RL,2448,Reg,5,2003,Gable,PConc,764,GasA,SBrkr,1626,Gd,6,BuiltIn,2003,474,TA,2008,154000
350,RL,20431,IR2,5,2005,Hip,PConc,1848,GasA,SBrkr,2728,Ex,10,Attchd,2006,706,TA,2006,437154
351,RL,7820,IR1,5,2007,Hip,PConc,1869,GasA,SBrkr,1869,Ex,6,Attchd,2007,617,TA,2007,318061
352,RL,5271,IR1,5,1986,Gable,PConc,1453,GasA,SBrkr,1453,Gd,6,Attchd,1986,445,TA,2006,190000
353,RL,9084,Reg,6,1941,Gable,CBlock,616,GasA,SBrkr,1111,TA,5,Detchd,1941,200,Fa,2008,95000
354,RM,8520,Reg,8,1928,Gable,BrkTil,624,GasA,SBrkr,720,TA,5,Detchd,2005,484,TA,2010,105900
355,RL,8400,Reg,5,1940,Gable,CBlock,940,GasA,SBrkr,1595,TA,6,Attchd,1940,240,TA,2006,140000
356,RL,11249,IR2,5,1995,Gable,PConc,1200,GasA,SBrkr,1200,Gd,6,Attchd,1995,521,TA,2007,177500
357,RL,9248,IR1,6,1992,Gable,PConc,1158,GasA,SBrkr,1167,Gd,6,Attchd,1992,400,TA,2009,173000
358,RM,4224,Reg,5,1976,Gable,PConc,1142,GasA,SBrkr,1142,TA,6,Attchd,1976,528,TA,2007,134000
359,RL,6930,IR1,4,1958,Hip,CBlock,1062,GasA,FuseF,1352,Gd,6,BuiltIn,1958,288,TA,2006,130000
360,RL,12011,IR1,5,1998,Gable,PConc,1086,GasA,SBrkr,1924,Gd,7,Attchd,1998,592,TA,2006,280000
361,RL,7540,IR1,6,1978,Gable,CBlock,888,GasA,SBrkr,912,TA,5,Attchd,1978,470,TA,2007,156000
362,RL,9144,Reg,5,1940,Gable,CBlock,883,GasA,SBrkr,1505,TA,8,Detchd,1940,240,TA,2008,145000
363,RL,7301,Reg,5,2003,Gable,Slab,0,GasA,SBrkr,1922,Gd,7,BuiltIn,2003,672,TA,2009,198500
364,RM,1680,Reg,8,1972,Gable,CBlock,483,GasA,SBrkr,987,Gd,5,Detchd,1972,264,TA,2009,118000
365,RL,18800,IR1,5,1976,Gable,PConc,796,GasA,SBrkr,1574,TA,6,Attchd,1976,566,TA,2006,190000
366,RM,10690,Reg,7,1920,Hip,CBlock,672,GasA,FuseA,1344,TA,6,Detchd,1964,468,Fa,2009,147000
367,RL,9500,IR1,5,1963,Gable,CBlock,1394,GasA,SBrkr,1394,TA,6,Attchd,1963,514,TA,2009,159000
368,RL,9150,IR1,5,1962,Gable,CBlock,1099,GasA,SBrkr,1431,TA,6,Basment,1962,296,TA,2008,165000
369,RL,7800,Reg,6,1954,Gable,PConc,1268,GasA,SBrkr,1268,TA,7,Attchd,1954,244,TA,2010,132000
370,RL,9830,IR1,7,1959,Gable,CBlock,1063,GasA,SBrkr,1287,Gd,7,Detchd,1997,576,TA,2010,162000
371,RL,8121,IR1,5,2000,Gable,PConc,953,GasA,SBrkr,1664,TA,7,Attchd,2000,460,TA,2006,172400
372,RL,17120,Reg,4,1959,Gable,CBlock,0,GasA,SBrkr,1588,TA,7,Detchd,1991,680,TA,2008,134432
373,RL,7175,Reg,5,1984,Gable,CBlock,744,GasA,SBrkr,752,TA,4,Attchd,1984,264,TA,2010,125000
374,RL,10634,Reg,6,1953,Gable,PConc,608,GasA,SBrkr,1319,TA,5,Attchd,1953,270,TA,2009,123000
375,RL,8200,Reg,5,2003,Gable,PConc,847,GasA,SBrkr,1928,Gd,8,BuiltIn,2003,434,TA,2007,219500
376,RL,10020,IR1,1,1922,Gable,BrkTil,683,GasA,FuseA,904,Fa,4,NA,NA,0,NA,2009,61000
377,RL,8846,IR1,5,1996,Gable,PConc,870,GasA,SBrkr,914,TA,5,Detchd,1998,576,TA,2006,148000
378,FV,11143,IR1,5,2004,Gable,PConc,1580,GasA,SBrkr,2466,Gd,8,Attchd,2004,610,TA,2007,340000
379,RL,11394,Reg,2,2010,Hip,PConc,1856,GasA,SBrkr,1856,Ex,8,Attchd,2010,834,TA,2010,394432
380,RL,8123,IR1,5,2000,Gable,PConc,982,GasA,SBrkr,1800,TA,7,Attchd,2000,463,TA,2009,179000
381,RL,5000,Reg,6,1924,Gable,BrkTil,1026,GasA,SBrkr,1691,Gd,6,Detchd,1924,308,TA,2010,127000
382,FV,7200,Reg,5,2006,Gable,PConc,1293,GasA,SBrkr,1301,Gd,5,Attchd,2006,572,TA,2006,187750
383,RL,9245,IR1,5,2006,Gable,PConc,939,GasA,SBrkr,1797,Gd,8,Attchd,2006,639,TA,2007,213500
384,RH,9000,Reg,3,1928,Gable,BrkTil,784,GasA,FuseA,784,TA,5,Detchd,1950,360,Fa,2009,76000
385,RL,53107,IR2,5,1992,Gable,PConc,1580,GasA,SBrkr,1953,Gd,9,Attchd,1992,501,TA,2007,240000
386,RL,3182,Reg,5,2004,Gable,PConc,1256,GasA,SBrkr,1269,Gd,6,Attchd,2004,430,TA,2010,192000
387,RL,8410,Reg,3,1910,Gambrel,PConc,658,GasA,SBrkr,1184,TA,8,NA,NA,0,NA,2006,81000
388,RL,7200,Reg,6,1976,Hip,CBlock,1041,GasA,SBrkr,1125,TA,6,Detchd,1977,352,TA,2009,125000
389,RL,9382,IR1,5,1999,Gable,PConc,1468,GasA,SBrkr,1479,Gd,6,Attchd,1999,577,TA,2008,191000
390,RL,12474,Reg,5,2007,Gable,PConc,1682,GasA,SBrkr,2332,Ex,9,BuiltIn,2008,846,TA,2008,426000
391,RL,8405,Reg,8,1900,Gable,BrkTil,861,GasA,SBrkr,1367,TA,7,Detchd,1978,384,TA,2008,119000
392,RL,12209,IR1,5,2001,Gable,PConc,804,GasA,SBrkr,1961,Gd,7,BuiltIn,2001,560,TA,2009,215000
393,RL,8339,IR1,7,1959,Gable,Slab,0,GasA,SBrkr,882,TA,5,Attchd,1959,294,TA,2007,106500
394,RL,7446,Reg,5,1941,Gable,CBlock,788,GasA,FuseA,788,TA,4,NA,NA,0,NA,2006,100000
395,RL,10134,Reg,6,1940,Gable,CBlock,735,GasA,FuseA,1034,TA,5,Detchd,1940,240,TA,2007,109000
396,RL,9571,Reg,6,1956,Gable,CBlock,1144,GasA,SBrkr,1144,TA,6,Attchd,1956,596,TA,2010,129000
397,RL,7200,Reg,5,1972,Hip,CBlock,894,GasA,SBrkr,894,TA,6,Detchd,1985,600,TA,2009,123000
398,RL,7590,Reg,5,1962,Gable,CBlock,864,GasA,SBrkr,1812,TA,8,Attchd,1962,264,TA,2007,169500
399,RM,8967,Reg,2,1920,Gable,BrkTil,961,GasA,Mix,1077,TA,6,Detchd,1920,338,Po,2007,67000
400,FV,8125,Reg,5,2006,Gable,PConc,1092,GasA,SBrkr,1550,Gd,7,Attchd,2007,438,TA,2009,241000
401,RL,14963,IR2,5,1996,Gable,PConc,1260,GasA,SBrkr,1288,Ex,4,Attchd,1996,500,TA,2008,245500
402,RL,8767,IR1,5,2005,Gable,PConc,1310,GasA,SBrkr,1310,Gd,6,Attchd,2005,400,TA,2006,164990
403,RL,10200,Reg,8,1940,Gable,PConc,672,GasA,SBrkr,672,TA,4,Detchd,1940,240,TA,2008,108000
404,RL,12090,Reg,5,1998,Hip,PConc,1141,GasA,SBrkr,2263,Gd,10,BuiltIn,1998,420,TA,2006,258000
405,RL,10364,IR1,5,1995,Gable,PConc,806,GasA,SBrkr,1572,TA,7,BuiltIn,1995,373,TA,2007,168000
406,RL,9991,IR1,4,1976,Gable,CBlock,1281,GasA,SBrkr,1620,TA,8,Attchd,1993,490,TA,2009,150000
407,RL,10480,Reg,5,1936,Gable,BrkTil,1064,GasA,FuseA,1639,TA,6,Detchd,1936,240,TA,2008,115000
408,RL,15576,Reg,7,1915,Gable,BrkTil,840,GasA,SBrkr,1680,TA,8,Attchd,1960,308,TA,2008,177000
409,RL,14154,Reg,5,2006,Gable,PConc,1063,GasA,SBrkr,2172,Gd,9,Attchd,2006,947,TA,2007,280000
410,FV,10800,Reg,5,2007,Gable,PConc,1034,GasA,SBrkr,2078,Ex,8,Attchd,2008,836,TA,2008,339750
411,RL,9571,Reg,3,1958,Gable,CBlock,1276,GasA,FuseA,1276,TA,5,Attchd,1958,350,TA,2009,60000
412,RL,34650,Reg,5,1955,Hip,CBlock,1056,GasA,SBrkr,1056,TA,5,Attchd,1955,572,TA,2006,145000
413,FV,4403,IR2,5,2009,Gable,PConc,1470,GasA,SBrkr,1478,Gd,7,Attchd,2009,484,TA,2010,222000
414,RM,8960,Reg,6,1927,Gable,CBlock,1008,GasA,FuseA,1028,TA,5,Detchd,1927,360,TA,2010,115000
415,RL,11228,IR2,5,1993,Gable,PConc,1080,GasA,SBrkr,2097,Gd,9,Attchd,1993,678,TA,2008,228000
416,RL,8899,IR1,5,2007,Gable,PConc,1340,GasA,SBrkr,1340,Gd,6,Attchd,2007,396,TA,2007,181134
417,RL,7844,Reg,7,1978,Hip,CBlock,672,GasA,SBrkr,1400,TA,6,Attchd,1978,440,TA,2006,149500
418,RL,22420,IR1,6,1918,Hip,BrkTil,1370,GasW,FuseA,2624,TA,10,Detchd,1918,864,TA,2007,239000
419,RL,8160,Reg,6,1940,Gable,BrkTil,756,GasA,FuseF,1134,TA,7,Detchd,1940,240,TA,2007,126000
420,RL,8450,Reg,6,1968,Gable,CBlock,1056,GasA,SBrkr,1056,TA,6,Attchd,1968,304,TA,2010,142000
